Text,Label
Забронируй пожалуйста место в ресторане,BOOK_RESTAURANT
Какой остаток на моих счетах,CHECK_ACCOUNT 
Что можно приготовить из тыквы? . А из яблок?,COOKING
Напомни о тренировке утром,REMINDER
А сможешь поставить напоминание покормить кота?,REMINDER
Как можно рассчитывайся бонусами Спасибо,SBER_PRODUCTS
Можешь заказать такси на конкретное время? . На шесть часов,ORDER_TAXI
Покажи магазины рядом,NAVIGATE
Что ты можешь?,LEGEND
какое кино я смотрел вчера . что там было в в начале фильма,PLAY_MOVIE
Покажи путь до Сретенского бульвара,NAVIGATE
Покажи напоминания,REMINDER
Включи детям мультики,PLAY_MOVIE
Ты пьешь?,LEGEND
У тебя есть парень?,LEGEND
Поставь громкость на минимум ,HARD_COMMAND
Что есть похожего на Интерстеллар?,PLAY_MOVIE
Поставь будильник на завтра на восемь утра нет на девять утра,SET_ALARM
"Окей, Гугл",LEGEND
Сколько завтра градусов?,WEATHER
Включи мозги?,FAIL_FEEDBACK
Переведи за электричество тысячу рублей,COMMUNAL_PAYMENTS
Кто любимая певица,LEGEND
Поставь пожалуйста песни на французском ,PLAY_MUSIC
Поставь каверы в стиле джаз,PLAY_MUSIC
Что нового случилось в мире?,READ_NEWS
Громче,HARD_COMMAND
Может устроим дискотеку девяностох,PLAY_MUSIC
Что на часах?,TIME
Закажи срочно такси,ORDER_TAXI
Мультик для детей ,PLAY_MOVIE
Будет ли завтра дождь?,WEATHER
Закажи стол в кафетерии,BOOK_RESTAURANT
Вызвать такси на семь человек до Одинцово . Нет на восемь,ORDER_TAXI
Сколько Сейчас времени в Москве,TIME
Скажи мне какая будет погода на следующей неделе в Питере,WEATHER
Закажи сити мобил до Ярцевской двадцать шесть. Эконом класс.,ORDER_TAXI
Включи самые популярные треки исполнителя победившего на Евровидении в том году,PLAY_MUSIC
Зачитай ингредиенты,COOKING
Что произошло в мире?,READ_NEWS
Я хочу забронировать ресторан с бассейном на пять человек,BOOK_RESTAURANT
Напомни про фильм через два часа,REMINDER
А напомни мне купить шампунь,REMINDER
Есть что-нибудь новенькое в подписках на YouTube? ,PLAY_MOVIE
Когда ближайший вопросов до икеи от речного вокзала,NAVIGATE
Закажите ресторан для трех человек в Дженкинс,BOOK_RESTAURANT
Включи музыку которая вызывает ностальгию,PLAY_MUSIC
Зачем Ван Гог отрезал себе ухо?,ODQA
Какие хорошие рок альбомы вышли за последний месяц?,PLAY_MUSIC
Напомни мне выпить лекарства,REMINDER
Могу ли я купить акции на бирже,SBER_PRODUCTS
В какой стране зародился футбол?,ODQA
Исторические фильмы про Германию,PLAY_MOVIE
Ты скучала?,LEGEND
Самая популярная новость за сегодня на Медузе,READ_NEWS
Включи розовое вино,PLAY_MUSIC
Спой мне,LEGEND
Что было без меня интересного?,LEGEND
Включи последнюю часть Гарри Поттера  . Теперь предпоследнюю,PLAY_MOVIE
Поставь напоминание на пять вечера о погоде . Лучше на шесть вечера,REMINDER
Поставь исполнителя победившего на Евровидении в этом году,PLAY_MUSIC
Где перекусить поблизости?,NAVIGATE
Напомни позвонить врачу,REMINDER
Ты любишь природу?,LEGEND
Запиши купить салат в список,SHOPPING_LIST
Какой синоним у слова покорность? . А у слова вежливость?,ODQA
Поставь напоминание о встрече на пять,REMINDER
Ты кто? ,LEGEND
Забронировать место в кафе,BOOK_RESTAURANT
Можно ли в Сбере открыть счет в золоте,SBER_PRODUCTS
Какой день недели сегодня,TIME
Покажи мне список сохраненных фильмов ,PLAY_MOVIE
Напомни завтра поехать к стоматологу,REMINDER
Ты сделала ошибку,FAIL_FEEDBACK
Какой прогноз погоды на август?,WEATHER
Включи басту про питер,PLAY_MUSIC
Алиса овца,LEGEND
Сегодня будет дождь?,WEATHER
Вызови убер через пол часа,ORDER_TAXI
Включи коммерсант фм . Теперь Вести фм,PLAY_RADIO
Я бы хотел забронировать столик в ресторане на вечер субботы,BOOK_RESTAURANT
как тебя зовут напомни мне пожайлуста,LEGEND
Тепло ли в Афинах?,WEATHER
Расскажи о новостях Москвы,READ_NEWS
Создай уведомление о дне рождения на дваццатого декабря,REMINDER
Такси через десять минут до улицы Планетной дом один,ORDER_TAXI
Поставь мои рекомендации на Яндекс Музыке,PLAY_MUSIC
Что задумалась?,LEGEND
Сдохни,LEGEND
Запусти Русское радио,PLAY_RADIO
Включи джаз,PLAY_MUSIC
Слушать радио Юмор фм,PLAY_RADIO
Каким маршрутом мне ехать домой,NAVIGATE
Будет снег?,WEATHER
поищи на ютюбе обучение нейронных сетей,PLAY_MOVIE
Холодно ли будет ночью,WEATHER
Включи радио исполнителя - оксимирон,PLAY_MUSIC
Как тебе помощник от Тинькова?,LEGEND
Давай что-нибудь приготовим,COOKING
Что  у меня сегодня в календаре,CALENDAR
Разбуди завтра в пол восьмого,SET_ALARM
Включи Камеди радио,PLAY_RADIO
Как заработать денег?,LEGEND
Сделай подборку музыки за неделю.,PLAY_MUSIC
Забронировать столик в кафе неподалеку,BOOK_RESTAURANT
Поставь песню которая победила на Евровидении в две тысячи десять,PLAY_MUSIC
Сколько времени займет путь до метро Сокольники на такси?,ORDER_TAXI
Какой курс центрального банка,CURRENCY
Что значит пить?,ODQA
Мне нужно на нагатинскую,NAVIGATE
Пошути про Трампа,READ_JOKE
Включи фильм темный рыцарь Нолана,PLAY_MOVIE
Какие показания счетчика холодной воды были последними ,COMMUNAL_PAYMENTS
Включи веселое радио,PLAY_RADIO
Будет ли завтра дождливо,WEATHER
Создай встречу  ,CALENDAR
Какие у меня есть напоминания,REMINDER
Запусти пожалуйста веселую музыку,PLAY_MUSIC
Ты любишь пиццу? . А суши?,LEGEND
Что ты думаешь про Сбербанк?,LEGEND
Кто такая Алиса?,LEGEND
Засекай двадцать минуточек,SET_TIMER
Скажи что-нибудь смешное,READ_JOKE
Скажи мне прогноз для Кишинева,WEATHER
Что можешь?,LEGEND
Ты любишь вино?,LEGEND
Что я слушал последнее,PLAY_MUSIC
Включи сериалы тнт,PLAY_MOVIE
Скажи будет ли жарко через три часа,WEATHER
поставь кино . следующее покажи,PLAY_MOVIE
Хочу дома приготовить,COOKING
Мне нужен стол на одного в ресторане с высоким рейтингом,BOOK_RESTAURANT
Хочу узнать какая будет погода в следующий четверг,WEATHER
Будет ли ливень в среду?,WEATHER
Какая погода здесь?,WEATHER
Хочу посмотреть фильм про космос,PLAY_MOVIE
Закажи зал в элитном ресторане на двадцать пять человек,BOOK_RESTAURANT
Уведоми меня о доставке,REMINDER
Хочу поужинать в элитном ресторане,BOOK_RESTAURANT
Что ты думаешь о Сбербанке?,LEGEND
Ты дружишь с Алисой?,LEGEND
Отсчитай пять минут,SET_TIMER
Будет снег? . А дождь?,WEATHER
Закажи зал в элитном ресторане на двадцать пять человек . Нет давай в обычном,BOOK_RESTAURANT
"Завтра в десять часов у меня самолет, предупреди меня заранее",REMINDER
Хочу пожарить кабачки,COOKING
Включи самый известный альбом Металлики,PLAY_MUSIC
Включи песни на итальянском языке,PLAY_MUSIC
Сколько стоят подписки за прошлый месяц,CHECK_ACCOUNT 
Зачем жить?,LEGEND
О чём с тобой можно поговорить,LEGEND
Ты можешь сказать погоду на ближайшие пять дней,WEATHER
Запусти песню которая победила на Евровидении в этом году,PLAY_MUSIC
Посчитай десять плюс пять и умножить все на семь,CALCULATOR
Хочу немного грустной музыки,PLAY_MUSIC
Твои баги,LEGEND
Давай приготовим пюре,COOKING
Отключи будильник,SET_ALARM
Мои напоминания,REMINDER
Есть ли Ромео и Джульетта в hd?,PLAY_MOVIE
Расскажи новости спорта,READ_NEWS
Президент Украины . Сколько ему лет?,ODQA
Хочу приготовить что-нибудь,COOKING
В каком году появилось радио?,ODQA
Поставь каверы,PLAY_MUSIC
Как бросить курить?,LEGEND
Что новенького в России?,READ_NEWS
Как долго добираться от Чеховской до Тверской,NAVIGATE
Построй маршрут до улицы Вавилова дом четыре,NAVIGATE
Когда на этой неделе будет солнечно?,WEATHER
Забронируй столик в ресторане для меня и двух моих сыновей,BOOK_RESTAURANT
Как отказаться от сладкого?,LEGEND
Хочу уехать на сити мобиле в Парк Горького,ORDER_TAXI
Кто первый летал в космос?,ODQA
Как лучше сберечь и приумножить мои деньги,SBER_PRODUCTS
Как тебе Сири?,LEGEND
Хочу уехать на убере на работу,ORDER_TAXI
Прогнозируется ли дождь на выходные?,WEATHER
Нераспознанный запрос,LEGEND
Закройся,HARD_COMMAND
Где живёшь?,LEGEND
Какая влажность будет послезавтра,WEATHER
Хочу что то приготовить,COOKING
Включи музыку,PLAY_MUSIC
Соскучилась по общению?,LEGEND
Брать ли с собой зонт,WEATHER
Поставь хиты восемьдесятх,PLAY_MUSIC
Нужно купить сливки для кофе напомни,REMINDER
Оплати газ,COMMUNAL_PAYMENTS
Проверь погоду на завтра,WEATHER
Где пройдет следующий чемпионат мира по футболу?,ODQA
Закажи яндекс такси до общежития,ORDER_TAXI
Включи Struggles,PLAY_MUSIC
Чем ты лучше Сири?,LEGEND
Отключи подписки на онлайн кинотеатры,PLAY_MOVIE
Построй маршрут до работы,NAVIGATE
"Уведоми меня о встрече . Нет, не надо",REMINDER
Покажи рецепт солянки,COOKING
Вечером пойдет снег? . А днем?,WEATHER
Вызови яндекс такси до станции метро Крымская,ORDER_TAXI
Сколько людей живет в Лондоне?,ODQA
Прогноз на неделю,WEATHER
Что умеешь? ,LEGEND
Как ты выглядишь?,LEGEND
Кто министр экономики России?,ODQA
Первая помощь при,LEGEND
Звуки музыки смотреть с субтитрами,PLAY_MOVIE
Давай покачаем окси,PLAY_MUSIC
Кто такой Менделеев?,ODQA
Сделай потише,HARD_COMMAND
Что такое гравитация?,ODQA
Картошку добавь в список покупок,SHOPPING_LIST
Что такое увертюра?,ODQA
Какие планы на сегодня,CALENDAR
Вызови такси через десять минут на шоссе энтузиастов двадцать,ORDER_TAXI
Сколько я буду идти до магазина?,NAVIGATE
О чем пишет Эхо Москвы?,READ_NEWS
Будильник включен?,SET_ALARM
Кто изобрел первый автомобиль?,ODQA
Запусти настройки,HARD_COMMAND
Напомни Саше зайти к репетитору забрать учебник когда он выйдет из школы,REMINDER
Скажи мне прогноз погоды здесь,WEATHER
Какие страны проиграли в Первой Мировой Войне?,ODQA
Давай устроим музыкальный вечер,PLAY_MUSIC
Хочу открыть вклад,SBER_PRODUCTS
Прекрати,HARD_COMMAND
Напомни когда будем в магазине купить еду котикам,REMINDER
Поставь новогодние фильмы,PLAY_MOVIE
Добавь яйца в список покупок,SHOPPING_LIST
Какие у тебя достоинства?,LEGEND
Расскажи свежие новости,READ_NEWS
Пока,LEGEND
Засеки время на,SET_TIMER
Поставь рэп . следующий,PLAY_MUSIC
Газпром это что такое? . А кто ее возглавляет?,ODQA
Переведи на карту Тинькофф ,P2P_TRANSFER
Построй маршрут до Фили,NAVIGATE
Сериал про компьютерных гиков,PLAY_MOVIE
Хочу приготовить завтрак,COOKING
Сделай платежи по коммунальным,COMMUNAL_PAYMENTS
Что уже вышло в онлайн кинотеатре?,PLAY_MOVIE
Будет ли пасмурно послезавтра?,WEATHER
Сколько варить яйца всмятку? . А вкрутую?,COOKING
Как тебе Трамп? ,LEGEND
Включи Дискавери канал . Теперь Евроспорт,PLAY_MOVIE
Расскажи анекдот,READ_JOKE
Включи Парфенова последний выпуск,PLAY_MOVIE
Какой сериал порекомендуешь?,PLAY_MOVIE
Скажи погоду на ближайшие выходные,WEATHER
Курс ЦБ какой,CURRENCY
Насмеши меня,READ_JOKE
Хочу готовить яичницу,COOKING
Реши домашку,LEGEND
Отличница легкого поведения смотреть онлайн,PLAY_MOVIE
Хочу узнать погоду на ближайшие выходные в Долгопрудном?,WEATHER
Поставь видео про животных,PLAY_MOVIE
Когда наконец пойдет снег?,WEATHER
Поставь Русский Чарт недели,PLAY_MUSIC
Заказать сити мобил до даниловского форта,ORDER_TAXI
Поставь напоминание на среду,REMINDER
Сколь будет долларов в трехсот пятидесяти лирах,CURRENCY
Включи Холодное сердце на немецком,PLAY_MOVIE
Что я хотел посмотреть?,PLAY_MOVIE
Ты баба?,LEGEND
Хочу побеседовать с тобой,CHITCHAT
На какой станции метро большой театр,NAVIGATE
Включи Гарри топора,PLAY_MUSIC
Давай потанцуем!,PLAY_MUSIC
О чём думаешь?,LEGEND
Че меня сегодня ждет?,LEGEND
Сколько стоит такси до Китай-города . А до Лубянки?,NAVIGATE
Включи видео школы яндекса по машинному обучению,PLAY_MOVIE
Найти свободный стол в нескольких минутах ходьбы от метро Пушкинская,BOOK_RESTAURANT
В честь чего ты сливаешь инфу фсб?,LEGEND
Будет ли туманно в воскресенье?,WEATHER
В каком году началась Великая Отечественная Война?,ODQA
Вруби музло для вечеринки,PLAY_MUSIC
Поставь самую популярную песню в Италии,PLAY_MUSIC
Не неси ерунду,FAIL_FEEDBACK
Посоветуй фильмы про стартапы,PLAY_MOVIE
Включи смешные видосы на ютубе,PLAY_MOVIE
Включи что-нибудь веселое на YouTube,PLAY_MOVIE
Поставь рэп . назад,PLAY_MUSIC
Газ оплатил теперь давай за воду оплатим,COMMUNAL_PAYMENTS
Мерри Поппинс возвращается в хорошем качестве ,PLAY_MOVIE
Кто такой гугл-ассистент?,LEGEND
Заведи таймер,SET_TIMER
Напомни Саше чтобы он не забыл зайти к репетитору,REMINDER
Убавь громкость ,HARD_COMMAND
Заказать стол в ближайшем баре,BOOK_RESTAURANT
Заведи напоминание на шесть вечера,REMINDER
Добавь макароны в список покупок,SHOPPING_LIST
Что вышло из рэпа за прошлую неделю? ,PLAY_MUSIC
Сколько людей живет в Мадриде?,ODQA
Покажите мне эту статью в законе,LEGEND
Напомни мне или жене кто первый будет в Азбуке вкуса купить еду котикам,REMINDER
Покажи интервью Мишель Обамы,PLAY_MOVIE
Включи ужастик,PLAY_MOVIE
Что из музыки было популярно в семьдесят-ых годах?,PLAY_MUSIC
Ты где-то работаешь?,LEGEND
Вызови убер через час до дома два по улице Ватутина . Сколько займет дорога по времени?,ORDER_TAXI
Кто поставил мюзикл Чикаго?,ODQA
Что у нас есть по шансону? . А по джазу?,PLAY_MUSIC
Напомни съесть яблоко через полчасика,REMINDER
Какая погода завтра в Париже?,WEATHER
Включи последние добавленные треки,PLAY_MUSIC
Забронировать место недалеко от Кремля,BOOK_RESTAURANT
Соскучилась?,LEGEND
Покажи мои напоминания,REMINDER
Что такое бонусы Спасибо,SBER_PRODUCTS
Что происходит в мире?,READ_NEWS
Сколько лет Никите Михалкову?,ODQA
Хочу забронировать стол,BOOK_RESTAURANT
Какой последний клип у One Direction,PLAY_MOVIE
Что с рублем сегодня,CURRENCY
Выключи дисплей,HARD_COMMAND
Ты любишь вино? . А пиво?,LEGEND
Хочу музыку,PLAY_MUSIC
Поехать до работы на такси . Как долго будем ехать?,ORDER_TAXI
Буди меня в девять утра каждый день,SET_ALARM
Ты круче Алисы?,LEGEND
Расскажи самые свежие новости,READ_NEWS
Какая станция метро ближе к адресу Даев переулок четыре,NAVIGATE
Какой счет за воду,COMMUNAL_PAYMENTS
Сколько точно сейчас времени?,TIME
Что думаешь про алису? Кто умнее?,LEGEND
Включи песню лепса с тимати,PLAY_MUSIC
Можешь рассмешить меня,READ_JOKE
Чем занимаешься?,LEGEND
Сколько стоит Яндекс бизнес до курского вокзала?,ORDER_TAXI
Будет ли завтра холоднее в Париже?,WEATHER
Поставь рэп,PLAY_MUSIC
"Закажи стол в ресторане в том же районе, что и в прошлый раз",BOOK_RESTAURANT
Будет ли сегодня дождь?,WEATHER
Где оформить кредит ,SBER_PRODUCTS
Пошути про Путина,READ_JOKE
Включи подборку популярных песен восемьдесят-х,PLAY_MUSIC
Построй маршрут до аптеки,NAVIGATE
Твои недостатки,LEGEND
Новое напоминание,REMINDER
На улице сыро?,WEATHER
Добавь громкость плюс два,HARD_COMMAND
Покажи рецепты,COOKING
Поставь рэп . сделай паузу,PLAY_MUSIC
Хочу приготовить на ужин жареную картошку,COOKING
Где ближайший каршеринг . Построй дорогу до него,NAVIGATE
Вызвать Яндекс такси эконом класс,ORDER_TAXI
Напомни в магазине купить сливки,REMINDER
Ты с кем то встречаешься?,LEGEND
Громкость на максимум ,HARD_COMMAND
Расскажу шутку про машинное обучение,READ_JOKE
Сколько рубликов у меня есть сейчас,CHECK_ACCOUNT 
Какие есть фильмы про вторую мировую войну,PLAY_MOVIE
Какая погода завтра в Киеве?,WEATHER
Как дела?,LEGEND
Что есть похожего на Интерстеллар? . А на Титаник?,PLAY_MOVIE
Я хочу пойти в популярный паб в десять вечера,BOOK_RESTAURANT
Удали напоминание,REMINDER
Запусти Европу плюс,PLAY_RADIO
Сколько лет?,LEGEND
Кто написал Отверженных? ,ODQA
Прочитай новости Яндекса ,READ_NEWS
Вруби музыку,PLAY_MUSIC
Сколько будет стоить убер до Севастопольского проспекта дом семь?,ORDER_TAXI
Завтра будет пасмурно?,WEATHER
Как проехать до улицы Ставропольской дом сорок четыре,NAVIGATE
Сколько людей живет в Лондоне? . А в Шеффилде?,ODQA
Сто пятьдесят один минус семнадцать сколько будет,CALCULATOR
Запусти песню про декабрь,PLAY_MUSIC
Какой курс рубля на бирже,CURRENCY
Кто такой Обама?,ODQA
Хочу уехать на такси на работу ,ORDER_TAXI
Сделай напоминание о доставке,REMINDER
Завтра будет снегопад?,WEATHER
Где ближайший ресторан с бургерами,NAVIGATE
Включи мои любимые песни,PLAY_MUSIC
Ты совсем уже?,LEGEND
Который час?,TIME
включи фильмы про космос,PLAY_MOVIE
Покажи как девушка танцует около автобусной остановки,PLAY_MOVIE
Как готовить цыпленка . Хочу есть,COOKING
Засеки таймер на пятнадцать минут,SET_TIMER
Самый быстрый автомобиль,ODQA
Сделай оплату коомунальных,COMMUNAL_PAYMENTS
Хочу посомтреть фильмы дискавери,PLAY_MOVIE
Где ближайший магазин?,NAVIGATE
поставь кино . перемотай на десятую минуту,PLAY_MOVIE
Поставь радио,PLAY_RADIO
Качай оксимирона,PLAY_MUSIC
Сколько займет дорога в Шереметьево,NAVIGATE
Запусти самый популярный хит одна тысяча девятьсот девяносто четыре-го,PLAY_MUSIC
Громкость на восемь,HARD_COMMAND
Сколько времени займет дорога до дома?,NAVIGATE
Что сейчас слушает молодежь?,PLAY_MUSIC
Сегодня будет вьюга?,WEATHER
Поставь пожалуйста ранние альбомы Muse,PLAY_MUSIC
Что мне посмотреть сегодня вечером?,PLAY_MOVIE
Знаешь ты алису? ,LEGEND
Где срубить бабла?,LEGEND
Какая песня победила в Евровидении в прошлом году?,PLAY_MUSIC
Любимая музыка?,LEGEND
Можешь сделать громче,HARD_COMMAND
Уведоми о событии,REMINDER
Надо поставить напоминание в пять вечера,REMINDER
Зачитай новости спорта,READ_NEWS
Включи новогодние песни,PLAY_MUSIC
Как на счет танцевальной музыки,PLAY_MUSIC
какая завтра погода?,WEATHER
Включи современную поп музыку,PLAY_MUSIC
Нужен таймер на три часа,SET_TIMER
Какой стиль музыки ты предпочитаешь?,LEGEND
Поставь пожалуйста музыку,PLAY_MUSIC
Включи плейлист понравившихся песен ,PLAY_MUSIC
Каков прогноз погоды на следующие пять дней?,WEATHER
Закажи столик в недорогом кафе в районе Алтуфьево,BOOK_RESTAURANT
Перечисли за свет триста рублей,COMMUNAL_PAYMENTS
Поставь лучший кавер Last Christmas,PLAY_MUSIC
Как дойти до торгового центра?,NAVIGATE
Какой курс доллара,CURRENCY
Не неси ерунды,FAIL_FEEDBACK
Фильмы про динозавров,PLAY_MOVIE
Такси до Кочновского проезда,ORDER_TAXI
Что не умеешь? ,LEGEND
Что нового?,LEGEND
Вызвать убер через два часа,ORDER_TAXI
Заказать Мише такси на шесть часов,ORDER_TAXI
Какая высота Башни Федерации,ODQA
Как настроение,LEGEND
Сколько стоит заказать такси до Белорусской сейчас?,ORDER_TAXI
включи спокойную музыку,PLAY_MUSIC
Сколько длится Властелин Колец?,ODQA
Слушать детское радио,PLAY_RADIO
Большой брат следит за нами?,LEGEND
Квартплату за май переведи ,COMMUNAL_PAYMENTS
Предложи романтические комедии,PLAY_MOVIE
Включи музыку тихо,PLAY_MUSIC
Твое имя?,LEGEND
Холодно ли в Сургуте?,WEATHER
Какую ты любишь еду?,LEGEND
Кто построил Эйфелеву башню?,ODQA
Кто написал Войну и Мир? . А в каком году?,ODQA
Умножь сем на сто сорок четыре,CALCULATOR
Включи дискавери,PLAY_MOVIE
Что у меня на вечер пятницы,CALENDAR
Хочу приготовить ужин,COOKING
Есть свободные столы в самом ближайшем ресторане?,BOOK_RESTAURANT
Хочу взять ипотеку в Сбере,SBER_PRODUCTS
Есть ли буря на улице? . А будет вечером?,WEATHER
С меня хватит,LEGEND
Заказать сити мобил до метро Фили ,ORDER_TAXI
Хочу поужинать сегодня в известном ресторане,BOOK_RESTAURANT
Создай встречу и пригласи на нее Петрова Николая,CALENDAR
Уехать в Одинцово на такси,ORDER_TAXI
Ты робот?,LEGEND
Заведи будильник на шесть утра в будни,SET_ALARM
Вызови такси до дома срочно,ORDER_TAXI
Включи самый продаваемый альбом Little Big,PLAY_MUSIC
Меня всё бесит,LEGEND
Закажи стол на двоих в пабе возле метро Академическая,BOOK_RESTAURANT
Поменяй  утренний будильник,SET_ALARM
Как холодно будет ночью,WEATHER
Найти свободный столик в ближайших барах,BOOK_RESTAURANT
Как на счет музыки,PLAY_MUSIC
как там с погодой сегодня в Питере . а в понедельник,WEATHER
Такси до улицы Маковского дом два,ORDER_TAXI
Включи какой-нибудь фильм снятый в Италии,PLAY_MOVIE
"Я бы хотел заказать карту с евро валютой, как мне это осуществить на сайте?",SBER_PRODUCTS
Можно забронировать место в ресторане?,BOOK_RESTAURANT
Не хочешь приготовить ужин?,COOKING
Какая скорость ветра,WEATHER
Квартплату оплати,COMMUNAL_PAYMENTS
Можешь забронировать столик в ресторане?,BOOK_RESTAURANT
Какая минута сейчас идет?,TIME
как там с погодой сегодня в Питере,WEATHER
Покажи автобусную остановку,NAVIGATE
Вызвать убер до работы,ORDER_TAXI
Это не правильно,FAIL_FEEDBACK
Когда буду около дома напомни покормить котов,REMINDER
Кто из вас лучше?,LEGEND
Где ближайший итальянский ресторан,NAVIGATE
Закажи ресторан на десять часов,BOOK_RESTAURANT
Какой мне посмотреть сериал сегодня?,PLAY_MOVIE
Ты не врубаешься?,FAIL_FEEDBACK
Сколько градусов в Екатеринбурге?,WEATHER
Давай побеседуем,CHITCHAT
Кто ты?,LEGEND
Что приготовить из того на что сегодня скидки в дикси?,COOKING
Хочу с тобой поболтать,CHITCHAT
Разбуди меня завтра в семь,SET_ALARM
Фильмы с Барбарой Стрейзанд ,PLAY_MOVIE
Какая влажность сейчас ,WEATHER
Я имел ввиду другое,FAIL_FEEDBACK
В какой стране зародился футбол? . А баскетбол?,ODQA
Когда тебя нужно зарядить? ,LEGEND
Вруби лучший альбом Queen,PLAY_MUSIC
Закажите ресторан возле Нагатинской на семь человек . Лучше возле Тульской,BOOK_RESTAURANT
Что пишут на РБК?,READ_NEWS
Кто такой Пушкин?,ODQA
А какая погода сегодня?,WEATHER
Сколько часов сейчас?,TIME
У меня болит голова,LEGEND
Надоела слежка,LEGEND
Заведи три будильника через три часа с интервалом в десять минут,SET_ALARM
Давай шутку,READ_JOKE
Такси до дома,ORDER_TAXI
Что можно приготовить на ужин?,COOKING
Дружишь с Алисой?,LEGEND
Поставь новинки моих любимых исполнителей. ,PLAY_MUSIC
В Сиднее ветрено?,WEATHER
Поставь песни Гарри топора,PLAY_MUSIC
Что ты думаешь о Сбербанке? . А о Яндексе?,LEGEND
Сегодня холодно? ,WEATHER
Запусти пластинку,PLAY_MUSIC
Чем сегодня занималась? ,LEGEND
Покажи напомнания,REMINDER
Ты красивая?,LEGEND
Какой самый длинный фильм?,ODQA
Хочу смотреть фильмы с субтитрами,PLAY_MOVIE
Напомни подойти к Гоше через две  минуты,REMINDER
Какой у тебя рост?,LEGEND
Что там за окном?,WEATHER
Включи мою рождественскую подборку,PLAY_MUSIC
Как заказать кредитную карту в онлайн банк?,SBER_PRODUCTS
Давай послушаем оксимирона,PLAY_MUSIC
Какое отстойное имя,LEGEND
Дождь будет?,WEATHER
Какого цвета глаза?,LEGEND
Какие есть новые сериалы,PLAY_MOVIE
Хочу с тобой поговорить,CHITCHAT
Здарова,LEGEND
Сколько стоит турецкая лира,CURRENCY
Поставь напоминание на десятое мая,REMINDER
Что сегодня делала,LEGEND
Создай напоминание для Саши ,REMINDER
Помоги с математикой,LEGEND
Скажи триста,LEGEND
Давай послушаем самый популярный кавер Last Christmas,PLAY_MUSIC
Вруби зарубежный чарт месяца,PLAY_MUSIC
Какой прогноз погоды в Туле?,WEATHER
Расскажи что нибудь веселое,READ_JOKE
Напомни вернуть долг Роме,REMINDER
На улице есть туман?,WEATHER
Отправь жене напоминание купить корм,REMINDER
Когда были последние поступления на счет ,CHECK_ACCOUNT 
Хочу посмеяться,READ_JOKE
Что там нового в мире?,READ_NEWS
Кто нравится из мужиков певцов,LEGEND
Как жарко будет завтра в Севастополе?,WEATHER
Что из музыки было популярно в семьдесят-ых годах? . А в восемьдесят-х? . А в нулевых?,PLAY_MUSIC
Оповести меня о тренировке,REMINDER
Как сбросить вес?,LEGEND
Напомни купить сливки для кофе,REMINDER
Музыка включить он город под подошвой,PLAY_MUSIC
Может послушаем джаз,PLAY_MUSIC
Ты можешь включить Гугл музыку?  . А Яндекс музыку?,PLAY_MUSIC
Включи подборку популярных треков восемьдесят-х,PLAY_MUSIC
Прогноз на выходные,WEATHER
Напомни мне купить макароны и поставить таймер на духовке,REMINDER
Что такое джаз?,ODQA
Когда пойдет снег,WEATHER
Какие встречи у меня запланированы на среду,CALENDAR
Забронируй столик в ближайшем ресторане,BOOK_RESTAURANT
Включи радиостанцию Москва фм,PLAY_RADIO
Погода в Твери,WEATHER
сири говно,LEGEND
Осадки на завтра,WEATHER
Есть ли буря на улице?,WEATHER
Включи авторадио,PLAY_RADIO
До свиданья,LEGEND
Найди свободный стол в ближайшем ресторане,BOOK_RESTAURANT
Найди подборку музыки нулевых,PLAY_MUSIC
Подай такси к дому через двадцать минут,ORDER_TAXI
Заказать стол в пабе,BOOK_RESTAURANT
Хочу включить музыку,PLAY_MUSIC
Напомни Саше зайти к репетитору забрать книгу,REMINDER
Сколько ехать сейчас до Сухаревской?,NAVIGATE